id,user_id,title,message,type,related_order_id,is_read,created_at
118,5,Order #ORD-BBE60631 Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,15,true,2025-11-05T17:46:31
119,5,Order #ORD-20D960FC Placed Successfully,Your order for $10.00 has been placed and is awaiting confirmation.,new_order,16,true,2025-11-05T18:23:18
120,2,New order #ORD-20D960FC,You sold 1 item(s): dzcxz,seller_new_order,16,true,2025-11-05T18:23:18
121,5,Order #ORD-20D960FC Status Updated,Your order status has been updated to: Confirmed,order_update,16,true,2025-11-05T18:23:42
122,5,Order #ORD-20D960FC Status Updated,Your order status has been updated to: Processing,order_update,16,true,2025-11-05T18:23:43
123,5,Order #ORD-20D960FC Status Updated,Your order status has been updated to: Shipped,order_update,16,true,2025-11-05T18:23:43
124,5,Order #ORD-20D960FC Status Updated,Your order status has been updated to: Delivered,order_update,16,true,2025-11-05T18:23:43
125,5,Order #ORD-20D960FC Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,16,true,2025-11-05T18:23:43
126,5,Order #ORD-646FE263 Placed Successfully,Your order for $10.00 has been placed and is awaiting confirmation.,new_order,17,true,2025-11-05T18:36:05
127,2,New order #ORD-646FE263,You sold 1 item(s): dzcxz,seller_new_order,17,true,2025-11-05T18:36:05
128,5,Order #ORD-646FE263 Status Updated,Your order status has been updated to: Confirmed,order_update,17,true,2025-11-05T18:36:24
129,5,Order #ORD-646FE263 Status Updated,Your order status has been updated to: Processing,order_update,17,true,2025-11-05T18:36:25
130,5,Order #ORD-646FE263 Status Updated,Your order status has been updated to: Shipped,order_update,17,true,2025-11-05T18:36:25
131,5,Order #ORD-646FE263 Status Updated,Your order status has been updated to: Delivered,order_update,17,true,2025-11-05T18:36:25
132,5,Order #ORD-646FE263 Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,17,true,2025-11-05T18:36:25
133,5,Order #ORD-A8798926 Placed Successfully,Your order for $10.00 has been placed and is awaiting confirmation.,new_order,18,true,2025-11-05T18:40:05
134,2,New order #ORD-A8798926,You sold 1 item(s): dzcxz,seller_new_order,18,true,2025-11-05T18:40:05
135,5,Order #ORD-A8798926 Status Updated,Your order status has been updated to: Confirmed,order_update,18,true,2025-11-05T18:40:17
136,5,Order #ORD-A8798926 Status Updated,Your order status has been updated to: Processing,order_update,18,true,2025-11-05T18:40:18
137,5,Order #ORD-A8798926 Status Updated,Your order status has been updated to: Shipped,order_update,18,true,2025-11-05T18:40:19
138,5,Order #ORD-A8798926 Status Updated,Your order status has been updated to: Delivered,order_update,18,true,2025-11-05T18:40:20
139,5,Order #ORD-A8798926 Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,18,true,2025-11-05T18:40:20
140,5,Order #ORD-187A34D6 Placed Successfully,Your order for $10.00 has been placed and is awaiting confirmation.,new_order,19,true,2025-11-06T03:04:56
141,2,New order #ORD-187A34D6,You sold 1 item(s): dzcxz,seller_new_order,19,true,2025-11-06T03:04:56
142,2,New message from John Doe,Subject: Message about General inquiry,message,\N,true,2025-11-06T03:05:09
143,5,Order #ORD-187A34D6 Status Updated,Your order status has been updated to: Confirmed,order_update,19,true,2025-11-06T03:07:02
144,5,Order #ORD-187A34D6 Status Updated,Your order status has been updated to: Processing,order_update,19,true,2025-11-06T03:07:12
145,5,Order #ORD-187A34D6 Status Updated,Your order status has been updated to: Shipped,order_update,19,true,2025-11-06T03:07:14
146,5,Order #ORD-187A34D6 Status Updated,Your order status has been updated to: Delivered,order_update,19,true,2025-11-06T03:07:15
147,5,Order #ORD-187A34D6 Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,19,true,2025-11-06T03:07:15
148,2,Order #ORD-BF5ED3D4 Placed Successfully,Your order for $10.00 has been placed and is awaiting confirmation.,new_order,20,true,2025-11-06T05:17:57
149,2,New order #ORD-BF5ED3D4,You sold 1 item(s): dzcxz,seller_new_order,20,true,2025-11-06T05:17:57
150,2,Order #ORD-BF5ED3D4 Status Updated,Your order status has been updated to: Confirmed,order_update,20,true,2025-11-06T05:18:15
151,2,Order #ORD-BF5ED3D4 Status Updated,Your order status has been updated to: Processing,order_update,20,true,2025-11-06T05:18:15
152,2,Order #ORD-BF5ED3D4 Status Updated,Your order status has been updated to: Shipped,order_update,20,true,2025-11-06T05:18:16
153,2,Order #ORD-BF5ED3D4 Status Updated,Your order status has been updated to: Delivered,order_update,20,true,2025-11-06T05:18:17
154,2,Order #ORD-BF5ED3D4 Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,20,true,2025-11-06T05:18:17
155,5,Order #ORD-2C91A313 Placed Successfully,Your order for $400.00 has been placed and is awaiting confirmation.,new_order,21,true,2025-11-06T10:41:15
156,3,New order #ORD-2C91A313,You sold 1 item(s): Wireless Bluetooth Headphones,seller_new_order,21,false,2025-11-06T10:41:15
157,2,New order #ORD-2C91A313,You sold 1 item(s): Cotton T-Shirt,seller_new_order,21,true,2025-11-06T10:41:15
158,5,Order #ORD-2C91A313 Status Updated,Your order status has been updated to: Confirmed,order_update,21,true,2025-11-06T10:54:30
159,5,Order #ORD-2C91A313 Status Updated,Your order status has been updated to: Processing,order_update,21,true,2025-11-06T10:54:39
160,5,Order #ORD-2C91A313 Status Updated,Your order status has been updated to: Shipped,order_update,21,true,2025-11-06T10:54:47
161,5,Order #ORD-2C91A313 Status Updated,Your order status has been updated to: Delivered,order_update,21,true,2025-11-06T10:54:51
162,5,Order #ORD-2C91A313 Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,21,true,2025-11-06T10:54:51
163,2,New message from Tech Store Owner,Subject: sc cdsc,message,\N,true,2025-11-07T05:03:38
164,5,Order #ORD-9DA306CC Placed Successfully,Your order for $1000000000.00 has been placed and is awaiting confirmation.,new_order,22,true,2025-11-08T04:54:08
165,11,New order #ORD-9DA306CC,You sold 1 item(s): Maharab,seller_new_order,22,true,2025-11-08T04:54:08
166,5,Order #ORD-9DA306CC Status Updated,Your order status has been updated to: Confirmed,order_update,22,true,2025-11-08T04:55:47
167,5,Order #ORD-9DA306CC Status Updated,Your order status has been updated to: Processing,order_update,22,true,2025-11-08T04:55:48
168,5,Order #ORD-9DA306CC Status Updated,Your order status has been updated to: Shipped,order_update,22,true,2025-11-08T04:55:49
169,5,Order #ORD-9DA306CC Status Updated,Your order status has been updated to: Delivered,order_update,22,true,2025-11-08T04:55:49
170,5,Order #ORD-9DA306CC Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,22,true,2025-11-08T04:55:49
171,11,New message from Jane Smith,Subject: Inquiry about Maharab,message,\N,true,2025-11-08T07:03:51
172,6,Order #ORD-FAED30EF Placed Successfully,Your order for $1000000000.00 has been placed and is awaiting confirmation.,new_order,23,false,2025-11-08T07:04:27
173,11,New order #ORD-FAED30EF,You sold 1 item(s): Maharab,seller_new_order,23,true,2025-11-08T07:04:27
174,6,New message from Maharab Hossen,Subject: Message about General inquiry,message,\N,false,2025-11-08T07:05:04
175,6,Order #ORD-FAED30EF Status Updated,Your order status has been updated to: Confirmed,order_update,23,false,2025-11-08T07:05:45
176,6,Order #ORD-FAED30EF Status Updated,Your order status has been updated to: Processing,order_update,23,false,2025-11-08T07:05:46
177,6,Order #ORD-FAED30EF Status Updated,Your order status has been updated to: Shipped,order_update,23,false,2025-11-08T07:05:47
178,6,Order #ORD-FAED30EF Status Updated,Your order status has been updated to: Delivered,order_update,23,false,2025-11-08T07:05:47
179,6,Order #ORD-FAED30EF Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,23,false,2025-11-08T07:05:47
180,5,Order #ORD-6364505B Placed Successfully,Your order for $199.99 has been placed and is awaiting confirmation.,new_order,22,true,2025-11-08T08:32:37
181,2,New order #ORD-6364505B,You sold 1 item(s): Wireless Bluetooth Headphones,seller_new_order,22,true,2025-11-08T08:32:37
182,5,Order #ORD-6364505B Status Updated,Your order status has been updated to: Confirmed,order_update,22,true,2025-11-08T08:33:39
183,5,Order #ORD-6364505B Status Updated,Your order status has been updated to: Processing,order_update,22,true,2025-11-08T08:33:40
184,5,Order #ORD-6364505B Status Updated,Your order status has been updated to: Shipped,order_update,22,true,2025-11-08T08:33:40
185,5,Order #ORD-6364505B Status Updated,Your order status has been updated to: Delivered,order_update,22,true,2025-11-08T08:33:40
186,5,Order #ORD-6364505B Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,22,true,2025-11-08T08:33:40
187,5,Order #ORD-021E903B Placed Successfully,Your order for $706.95 has been placed and is awaiting confirmation.,new_order,23,true,2025-11-08T08:36:05
188,2,New order #ORD-021E903B,You sold 1 item(s): Smartphone 128GB,seller_new_order,23,true,2025-11-08T08:36:05
189,5,Order #ORD-B9B71435 Placed Successfully,Your order for $189.99 has been placed and is awaiting confirmation.,new_order,24,true,2025-11-08T08:50:47
190,2,New order #ORD-B9B71435,You sold 1 item(s): Wireless Bluetooth Headphones,seller_new_order,24,true,2025-11-08T08:50:47
191,5,Order #ORD-187EB41E Placed Successfully,Your order for $24.99 has been placed and is awaiting confirmation.,new_order,25,true,2025-11-10T01:35:00
192,4,New order #ORD-187EB41E,You sold 1 item(s): Premium Air Purifier,seller_new_order,25,false,2025-11-10T01:35:00
193,4,New message from John Doe,Subject: purifyer,message,\N,false,2025-11-10T01:35:28
194,5,Order #ORD-B9B71435 Status Updated,Your order status has been updated to: Confirmed,order_update,24,true,2025-11-10T01:36:19
195,5,Order #ORD-B9B71435 Status Updated,Your order status has been updated to: Processing,order_update,24,true,2025-11-10T01:36:22
196,5,Order #ORD-B9B71435 Status Updated,Your order status has been updated to: Shipped,order_update,24,true,2025-11-10T01:36:22
197,5,Order #ORD-B9B71435 Status Updated,Your order status has been updated to: Delivered,order_update,24,true,2025-11-10T01:36:23
198,5,Order #ORD-B9B71435 Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,24,true,2025-11-10T01:36:23
199,5,Order #ORD-021E903B Status Updated,Your order status has been updated to: Confirmed,order_update,23,true,2025-11-10T01:36:30
200,5,Order #ORD-021E903B Status Updated,Your order status has been updated to: Processing,order_update,23,true,2025-11-10T01:36:31
201,5,Order #ORD-021E903B Status Updated,Your order status has been updated to: Shipped,order_update,23,true,2025-11-10T01:36:32
202,5,Order #ORD-021E903B Status Updated,Your order status has been updated to: Delivered,order_update,23,true,2025-11-10T01:36:33
203,5,Order #ORD-021E903B Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,23,true,2025-11-10T01:36:33
204,3,New message from John Doe,Subject: 0,message,\N,false,2025-11-12T12:47:08
205,5,Order #ORD-82F3C53A Placed Successfully,Your order for $261.95 has been placed and is awaiting confirmation.,new_order,26,true,2025-11-12T12:47:17
206,3,New order #ORD-82F3C53A,You sold 1 item(s): Python Programming Guide,seller_new_order,26,false,2025-11-12T12:47:17
207,2,New message from John Doe,Subject: is this available,message,\N,false,2025-11-13T02:49:09
208,3,New message from Admin User,Subject: No subject,message,\N,false,2026-03-12T13:51:29
209,1,Order #ORD-2C083297 Placed Successfully,Your order for $1484.05 has been placed and is awaiting confirmation.,new_order,27,false,2026-04-23T08:15:50
210,2,New order #ORD-2C083297,You sold 2 item(s): Smartphone 128GB,seller_new_order,27,false,2026-04-23T08:15:50
211,3,New order #ORD-2C083297,"You sold 2 item(s): Yoga Pants Max, Yoga Pants Max",seller_new_order,27,false,2026-04-23T08:15:50
212,2,New message from Admin User,Subject: No subject,message,\N,false,2026-04-23T08:17:22
213,2,New message from Admin User,Subject: No subject,message,\N,false,2026-04-23T08:29:24
214,2,New message from Admin User,Subject: No subject,message,\N,false,2026-04-23T08:37:07
215,2,New message from Admin User,Subject: No subject,message,\N,false,2026-04-23T08:43:05
216,2,New message from Admin User,Subject: No subject,message,\N,false,2026-04-23T08:48:10
217,1,New message from Tech Store Owner,Subject: No subject,message,\N,false,2026-04-23T08:50:41
218,1,Order #ORD-2C083297 Status Updated,Your order status has been updated to: Processing,order_update,27,false,2026-04-23T08:58:56
219,1,Order #ORD-2C083297 Status Updated,Your order status has been updated to: Shipped,order_update,27,false,2026-04-23T08:58:57
220,1,Order #ORD-2C083297 Status Updated,Your order status has been updated to: Delivered,order_update,27,false,2026-04-23T08:58:57
221,1,Order #ORD-2C083297 Delivered,Your order was delivered successfully. We'd love to hear your feedback — please leave a review for the items you received.,review_request,27,false,2026-04-23T08:58:58
